post_id	post_text	post_published	comment_id	comment_message	comment_published	comment_like_count	attachment_type	attachment_url
15704546335_10156561274131336	" There is no doubt in my mind this girl -- after barking for hours in the middle of the night -- may have saved our lives   the dog s owner said."	2018-01-24T08:30:00+0000	10156561274131336_10156562441751336	"The Hebrew name for dog is ""Caleb"" which mean ""all heart."" This is the name that Adam gave them when he named all the animals in Eden...( dogs are very devoted )"	2018-01-24T08:32:20+0000	4		
15704546335_10156561274131336	" There is no doubt in my mind this girl -- after barking for hours in the middle of the night -- may have saved our lives   the dog s owner said."	2018-01-24T08:30:00+0000	10156561274131336_10156562445611336	"So, tomorrow it eats a toddler, great dogs !"	2018-01-24T08:34:55+0000	0		
15704546335_10156561274131336	" There is no doubt in my mind this girl -- after barking for hours in the middle of the night -- may have saved our lives   the dog s owner said."	2018-01-24T08:30:00+0000	10156561274131336_10156562460056336	"I had a beautiful Pit in Hawaii. My daughter found him, starving around the corner from our house. We took him in, took him to the vet. He was skin and bones. Within six months, he was huge and gorgeous. The owner who left him, tried to get him back. Petri was a bait dog. I told the guy, if you can get him off his lead, he's yours. Petri tried to eat him. Dogs know. He was the best dog I ever had."	2018-01-24T08:43:42+0000	2		
15704546335_10156561274131336	" There is no doubt in my mind this girl -- after barking for hours in the middle of the night -- may have saved our lives   the dog s owner said."	2018-01-24T08:30:00+0000	10156561274131336_10156562441741336	"Whoa! A positive story on a pit! Are you guys feeling ok?? This literally never happens!"	2018-01-24T08:32:19+0000	7		
15704546335_10156561274131336	" There is no doubt in my mind this girl -- after barking for hours in the middle of the night -- may have saved our lives   the dog s owner said."	2018-01-24T08:30:00+0000	10156561274131336_10156562449456336	"Wow amazing to see a pitbull in the news for something positive. What a good girl mamas!!!"	2018-01-24T08:37:27+0000	5		
15704546335_10156561274131336	" There is no doubt in my mind this girl -- after barking for hours in the middle of the night -- may have saved our lives   the dog s owner said."	2018-01-24T08:30:00+0000	10156561274131336_10156562460896336	"Lot of trolls in here that know nothing about this breed or had one. There have been tragedies that is not even up for debate but make no mistake any animal can be hostile. I have owned many of these dogs, everyone was around children without any problems. The meanest dog I ever had was a bloody cocker spaniel...and he was aggressive."	2018-01-24T08:43:56+0000	2		
15704546335_10156561274131336	" There is no doubt in my mind this girl -- after barking for hours in the middle of the night -- may have saved our lives   the dog s owner said."	2018-01-24T08:30:00+0000	10156561274131336_10156562463381336	"Barking for hours? I’m surprised she wasn’t pissed enough to chew their faces off! I would of been 🤣🤣😆"	2018-01-24T08:45:29+0000	0		
15704546335_10156561274131336	" There is no doubt in my mind this girl -- after barking for hours in the middle of the night -- may have saved our lives   the dog s owner said."	2018-01-24T08:30:00+0000	10156561274131336_10156562463536336	"The most misunderstood breed of dog that there is.. They're not vicious unless they're raised to be. They're teddy bears"	2018-01-24T08:45:40+0000	1		
15704546335_10156561274131336	" There is no doubt in my mind this girl -- after barking for hours in the middle of the night -- may have saved our lives   the dog s owner said."	2018-01-24T08:30:00+0000	10156561274131336_10156562462381336	"My Toy Poodle warned us the same way, when the gas dryer leaked natural gas under our house."	2018-01-24T08:44:48+0000	2		
15704546335_10156561274131336	" There is no doubt in my mind this girl -- after barking for hours in the middle of the night -- may have saved our lives   the dog s owner said."	2018-01-24T08:30:00+0000	10156561274131336_10156562447541336	"Sadly many places have bans against these dogs ."	2018-01-24T08:36:11+0000	1		
15704546335_10156561274131336	" There is no doubt in my mind this girl -- after barking for hours in the middle of the night -- may have saved our lives   the dog s owner said."	2018-01-24T08:30:00+0000	10156561274131336_10156562441971336	"Great dogs"	2018-01-24T08:32:30+0000	2		
15704546335_10156561274131336	" There is no doubt in my mind this girl -- after barking for hours in the middle of the night -- may have saved our lives   the dog s owner said."	2018-01-24T08:30:00+0000	10156561274131336_10156562451846336	"The Dingo ate my baby..."	2018-01-24T08:39:16+0000	1		
15704546335_10156561274131336	" There is no doubt in my mind this girl -- after barking for hours in the middle of the night -- may have saved our lives   the dog s owner said."	2018-01-24T08:30:00+0000	10156561274131336_10156562455601336	"Best dogs ever!"	2018-01-24T08:40:42+0000	1		
15704546335_10156561274131336	" There is no doubt in my mind this girl -- after barking for hours in the middle of the night -- may have saved our lives   the dog s owner said."	2018-01-24T08:30:00+0000	10156561274131336_10156562467891336	"About time we see a positive pit bull story❤️"	2018-01-24T08:48:43+0000	0		
15704546335_10156561274131336	" There is no doubt in my mind this girl -- after barking for hours in the middle of the night -- may have saved our lives   the dog s owner said."	2018-01-24T08:30:00+0000	10156561274131336_10156562438726336	"Atta way, pooch"	2018-01-24T08:30:30+0000	2		
15704546335_10156561274131336	" There is no doubt in my mind this girl -- after barking for hours in the middle of the night -- may have saved our lives   the dog s owner said."	2018-01-24T08:30:00+0000	10156561274131336_10156562443481336	"I see his friend is giving the standard dog greetings in the background."	2018-01-24T08:33:32+0000	0		
15704546335_10156561274131336	" There is no doubt in my mind this girl -- after barking for hours in the middle of the night -- may have saved our lives   the dog s owner said."	2018-01-24T08:30:00+0000	10156561274131336_10156562442421336	"I love dogs!! So this pit is amazing! What makes one turn?"	2018-01-24T08:32:49+0000	0		
15704546335_10156561274131336	" There is no doubt in my mind this girl -- after barking for hours in the middle of the night -- may have saved our lives   the dog s owner said."	2018-01-24T08:30:00+0000	10156561274131336_10156562452406336	"Loyal and brave"	2018-01-24T08:39:34+0000	1		
15704546335_10156561274131336	" There is no doubt in my mind this girl -- after barking for hours in the middle of the night -- may have saved our lives   the dog s owner said."	2018-01-24T08:30:00+0000	10156561274131336_10156562441431336	"Malala on $uicide"	2018-01-24T08:32:05+0000	0		
15704546335_10156561274131336	" There is no doubt in my mind this girl -- after barking for hours in the middle of the night -- may have saved our lives   the dog s owner said."	2018-01-24T08:30:00+0000	10156561274131336_10156562468281336	"Luiz Fernando de Moraes"	2018-01-24T08:48:58+0000	0		
15704546335_10156561274131336	" There is no doubt in my mind this girl -- after barking for hours in the middle of the night -- may have saved our lives   the dog s owner said."	2018-01-24T08:30:00+0000	10156561274131336_10156562467111336	"Brigitte La Rose"	2018-01-24T08:48:13+0000	0		
15704546335_10156561274131336	" There is no doubt in my mind this girl -- after barking for hours in the middle of the night -- may have saved our lives   the dog s owner said."	2018-01-24T08:30:00+0000	10156561274131336_10156562460216336	Samantha	2018-01-24T08:43:46+0000	0		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562403506336	"Our leaders since George HW Bush inclusive have had us on a course towards the New World Order. Trump is returning us towards constitutionality. There was an attempted set up. It won't work . We aren't communists even if the democrats want us to be ."	2018-01-24T08:08:54+0000	49		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562391531336	"Time to fight for what's right!  Protect & defend President Donald J. Trump !! He's fighting for all. FIGHT FOR HIM."	2018-01-24T08:01:25+0000	57		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562408656336	"Love how the snowflakes want the ""truth"" and get to the bottom of things yet they don't want to believe how corrupt our FBI is....."	2018-01-24T08:11:19+0000	24		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562394286336	"Demonrats keep talking Mueller up, but trust me, the second he comes out and says there is NOTHING with Trump and Russia, they'll destroy him! Mark my words! #MAGA #IAmNotABot #ReleaseTheMemo #PleaseStand"	2018-01-24T08:03:05+0000	34		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562403906336	"""Secret Society"". Interesting. Kinda makes you wonder about that whole shadow government conspiracy theory thing people have been talking about for YEARRRRRRS. Just sayin'."	2018-01-24T08:09:15+0000	22		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562401646336	"I think it's high-time Mueller wrapped this investigation up... it's been well over a year now... nothing... someone will have to tell Mueller... you had enough sufficient time and we need to know your findings if any now."	2018-01-24T08:07:40+0000	10		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562394721336	"Watched this with Shawn Hannity tonight! I hope it blows up and the swamp people go to prison!"	2018-01-24T08:03:20+0000	25		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562418436336	"Sad thing is We the People have known the Dem's have been corrupt and covered this stuff. up for years!"	2018-01-24T08:17:08+0000	10		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562421996336	"The FBI’s job is to investigate, gather evidence, and present a case that can be prosecuted. What we have is Comey  and other hand picked FBI agents finding ways to develop a case. That is no longer meant to seek justice nor find real answers. But meant to over turn a legitimate election."	2018-01-24T08:19:26+0000	4		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562442326336	"The last 8 years the FBI has turned into the Gestapo for the Democrats thats why they lost those e-mails. That's why all you loyal Democrats are being played for chumps, you believe the liberal media who reports all the negative reports about Trump and GOP just like true dictators that they are, they own the media and media reports in favor of them just like someone tpld me once if you want to control the people first control the media so when your lies are repeated over and over again the lie becomes turth so be careful of fake news CNN"	2018-01-24T08:32:45+0000	3		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562440901336	"Need to stop chasing our tail and do what is best for this country.  Over a year and found nothing other than unrelated business deal.  Economy is up people are back to work.  Our energy is becoming self reliant.  Focus on the future and if it is not there move on."	2018-01-24T08:31:48+0000	1		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562410611336	"FBI has been and still is crooked as ever there's where the problem lies. President Trump needs to fire them all that is he has the power to do it."	2018-01-24T08:12:25+0000	3		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562431866336	"Nobody’s discrediting the FBI they seem to be doing a good job doing that themselves. This should disturb everyone what is going on in the FBI not just those that voted for Trump. This is an institution that is supposed to protect the US not work against it."	2018-01-24T08:25:49+0000	1		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562468071336	"This is what happens when people in power believe that they are above the law. Obama and the Clintons spying on their political opponents is unconstitutional and unacceptable. Remember what happened to Nixon and Watergate. Obama and the Clintons will go down in history as the most corrupt individuals of our time."	2018-01-24T08:48:49+0000	0		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562461131336	"LOL! Secret society! What a bunch of fox news hogwash! Se, it is a good thing to check out what fox news talks about to deflect from the Russia Investigations. Their followers eat this crap up."	2018-01-24T08:44:04+0000	0		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562435071336	"I have read that those 50,000 missing emails are not just from Strutz and Page. They consisted of several FBI high ups. How many I don’t know!"	2018-01-24T08:27:58+0000	3		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562412831336	"Okay enough talk. Get the special council up and running. If Clinton won we would not know about any of this. Gowdy said Congress dosent know how to get the phone companies to give them the text messages and that law enforcement (FBI) would have to get the supoenas and warrants. And he dosent want to involve the FBI because they are the ones being investigated. That’s just sad and a disgrace. It’s also the reason they blind sided commey when they fired him and did not give him access to his office after termination. So he could not take anything such as notes and what not. Time to pay people. Time to pay up"	2018-01-24T08:13:33+0000	1		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562412466336	"I believe its about time to squeeze those 2 and threaten them with 20-30 years in prison for treason. They'd start naming names then. Those 2 right now fit the definition perfectly."	2018-01-24T08:13:18+0000	2		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562414146336	"Catherine Robert. No one is forcing Muller to do anything, he's doing what he's paid to do. Investigate........ He won't come out with NOTHING...."	2018-01-24T08:14:39+0000	0		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562404291336	"When Trump met privately with Putin, Dotard Dunderheaded Demented Donald left Monica Lewinsky like stains on his size sixty blue suit."	2018-01-24T08:09:29+0000	1		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562448046336	"Wow #foxnews is a disgrace. They are doing everything they can to cover up for the President. The FBI and the Justice department under democrat control #willnotforget #2018yes #2020yes #patience"	2018-01-24T08:36:38+0000	0		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562395011336	"Why you all worrying about Trump's doings, your children's schools are falling apart."	2018-01-24T08:03:26+0000	8		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562410486336	"This will make a great movie someday."	2018-01-24T08:12:24+0000	12		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562396146336	"Wow, the Fed's really must have something big on trump!"	2018-01-24T08:04:23+0000	9		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562409716336	"The left got caught, because they think they're too smart, but the Truth Always comes out........."	2018-01-24T08:11:56+0000	8		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562404481336	"There are so many people that are going to end up in jail when the FISA memo is released."	2018-01-24T08:09:34+0000	17		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562421271336	"Release the memo. And no, I am not a Russian bot. LOl."	2018-01-24T08:19:06+0000	6		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562401951336	"This is funny.....The target Trump cant take a direct hit....  Its blowing up in the Dems faces....."	2018-01-24T08:07:54+0000	5		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562390946336	"Please Release The Memo ASAP. We all need a good laugh! As we learn the conspiracy theory and deflection that trump puppet Devin Nunes has cooked up. The Sooner The Better!"	2018-01-24T08:00:56+0000	7		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562416296336	"if the investigation is based on a lie there is no obstruction...period"	2018-01-24T08:15:56+0000	3		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562415951336	"So tired of hearing about this, only people that need to be arrested are the morons who believe this."	2018-01-24T08:15:44+0000	1		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562406776336	"The penalty for seditious conspiracy is 20 years in the slammer.  18 USC 2384."	2018-01-24T08:10:17+0000	4		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562402671336	"How can this go on without any CIA knowledge ?"	2018-01-24T08:08:26+0000	2		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562412596336	"Really?? Paying a pornstar to keep quiet and you want to find texts that agreed with people who said he was unfit to be President."	2018-01-24T08:13:24+0000	1		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562424476336	"Funny how things always come up mysteriously disappearing when DUMMYCRATS and the HILDABEAST are involved !!"	2018-01-24T08:21:17+0000	3		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562441951336	"In order to understand what is going on, first you have to think."	2018-01-24T08:32:29+0000	1		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562415506336	"K. Is he going to get impeached like Clinton?"	2018-01-24T08:15:33+0000	1		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562427756336	"I love that this fake russia crap is only exposing the dems as total crooks liars and thieves."	2018-01-24T08:23:18+0000	3		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562398036336	"Release The >4< Page Memorandum=""NOW""<🚨"	2018-01-24T08:05:31+0000	1		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562430966336	"There has been a secret society for years people never knew about."	2018-01-24T08:25:13+0000	1		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562401356336	"Catherine Robert. #youareabrainwashedfool"	2018-01-24T08:07:29+0000	0		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562422721336	"Soon the memo will be out i cant wait n see lib demfelon excuse  will be lol lol why the demfelon did tons of felonys"	2018-01-24T08:20:06+0000	1		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562394901336	"Yep real secret your evil ways will find you out. The devil knows who you are."	2018-01-24T08:03:24+0000	2		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562428441336	"It just gets worse and worse."	2018-01-24T08:23:49+0000	0		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562398346336	"it's all being covered up and the media is pretending not to be involved."	2018-01-24T08:05:52+0000	2		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562448426336	"Secret Society?  You mean like from the living room headquarters just down the street from the WH?  VJ is in the BO building.😎"	2018-01-24T08:36:50+0000	0		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562441596336	"""Secret Society"". Is that classified ? Cose if it is not LAW should be applied as is."	2018-01-24T08:32:11+0000	0		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562449131336	"Well the left wanted an investigation, well here it is! 😂 #releasethememo"	2018-01-24T08:37:17+0000	0		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562445911336	"The Dems are in Big Trouble ! Hahahaha........"	2018-01-24T08:35:05+0000	0		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562401536336	"it has become completely predictable."	2018-01-24T08:07:34+0000	2		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562400121336	"Do you seriously have The New York Times on here LOLLLLL. Fox... smh."	2018-01-24T08:06:35+0000	0		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562398741336	"I wonder how many times Sessions said ""I don't recall""."	2018-01-24T08:06:06+0000	2		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562417711336	"Who in here misses having a scandal free presidency? Don't be shy, raise your hand😂😂😂"	2018-01-24T08:16:42+0000	1		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562391336336	"About to get good.  Assassination talks? Treason."	2018-01-24T08:01:14+0000	7		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562427591336	"No. We are in the Space Station with the Russian Astronauts. We need to bug it to see if they talk to each other."	2018-01-24T08:23:14+0000	0		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562447756336	"I don't care if they screw like bunnies, just don't screw my president!! HAHAHAHA"	2018-01-24T08:36:21+0000	0		
15704546335_10156561578156336	" Some seriously screwed-up things have happened and we need to get to the bottom of all of it.   The  Special Report  panel discusses the latest on the Russia investigation."	2018-01-24T08:00:00+0000	10156561578156336_10156562391751336	#ReleaseTheMemo	2018-01-24T08:01:36+0000	5		
